LeftShoulder,RightShoulder,LeftElbow,RightElbow,LeftWrist,RightWrist,LeftShoulderAngle,LeftShoulderNormal,RightShoulderAngle,RightShoulderNormal,LeftElbowAngle,LeftElbowNormal,RightElbowAngle,RightElbowNormal
-0.0277904085815|0.371067106724|1.89056968689,0.331068605185|0.443848609924|1.85728168488,-0.0935279279947|0.124752722681|1.87221968174,0.407634675503|0.654399454594|1.75210225582,-0.0933788269758|-0.0866394788027|1.77731120586,0.407591193914|0.84241682291|1.66649675369,-116.0,2,121.0,2,-155.0,0,162.0,0
-0.0257649440318|0.371217429638|1.88994085789,0.331056714058|0.443846046925|1.85731673241,-0.0915154144168|0.124334223568|1.87125360966,0.407608270645|0.661744713783|1.75751793385,-0.0927842408419|-0.0865616872907|1.77755463123,0.405684411526|0.850671827793|1.67405903339,-116.0,2,120.0,2,-156.0,0,162.0,0
-0.0237004775554|0.372696518898|1.88883984089,0.335993647575|0.458713710308|1.86596798897,-0.0880337804556|0.12320894748|1.86814069748,0.408983618021|0.670858025551|1.76550769806,-0.0916576310992|-0.0865957587957|1.77722597122,0.404446661472|0.861844301224|1.6873755455,-117.0,2,121.0,2,-157.0,0,161.0,0
-0.0207493472844|0.372683078051|1.8855099678,0.337551146746|0.463575541973|1.86856997013,-0.0850618556142|0.123620815575|1.86437273026,0.410597264767|0.675765931606|1.77096450329,-0.0883957967162|-0.0864997059107|1.77455043793,0.404191166162|0.867447555065|1.69471931458,-118.0,2,121.0,2,-157.0,0,161.0,0
-0.0180205777287|0.372449368238|1.88246560097,0.338724046946|0.463538736105|1.8696346283,-0.0813759565353|0.122851535678|1.85937666893,0.411972999573|0.676695823669|1.77349925041,-0.0837938264012|-0.0867210105062|1.76854872704,0.404671251774|0.868899822235|1.69852685928,-118.0,2,121.0,2,-157.0,0,160.0,0
-0.0149071794003|0.371751099825|1.88019430637,0.339210748672|0.462142258883|1.86939775944,-0.0800845101476|0.12455483526|1.85698878765,0.414122819901|0.675480186939|1.77614951134,-0.0815938487649|-0.0861698910594|1.76257073879,0.405580729246|0.867483615875|1.70028889179,-119.0,2,122.0,2,-157.0,0,160.0,0
-0.011354457587|0.371331065893|1.87992560863,0.343401759863|0.463854193687|1.87164235115,-0.0888940244913|0.141372933984|1.84832632542,0.416723698378|0.674175739288|1.77698147297,-0.0899594351649|-0.078738540411|1.73823487759,0.406938493252|0.865824401379|1.70031166077,-123.0,2,121.0,2,-154.0,0,160.0,0
-0.00843272916973|0.372064471245|1.87997567654,0.34637722373|0.465451151133|1.8726991415,-0.0952535569668|0.152289092541|1.84311926365,0.41780731082|0.674230754375|1.77661514282,-0.108725167811|-0.0592190548778|1.7123029232,0.40862005949|0.865503847599|1.69916665554,-126.0,2,121.0,2,-152.0,0,160.0,0
-0.00387280969881|0.37230694294|1.88153755665,0.350838035345|0.46562436223|1.87286579609,-0.115390561521|0.196232065558|1.82991921902,0.421200960875|0.669959723949|1.7757948637,-0.154222130775|0.0194327328354|1.66222691536,0.412404119968|0.860781311989|1.69687438011,-135.0,2,121.0,2,-146.0,0,160.0,0
0.00137901538983|0.37353259325|1.88681471348,0.353819668293|0.464585006237|1.8725014925,-0.160570755601|0.244687065482|1.76935255527,0.42376229167|0.66725730896|1.77345347404,-0.199990093708|0.108708523214|1.60674059391,0.415378034115|0.857704758644|1.69335925579,-141.0,1,121.0,2,-147.0,1,160.0,1
0.00409814482555|0.375012993813|1.89257764816,0.358486235142|0.462966829538|1.87220573425,-0.17930214107|0.310216754675|1.7978785038,0.425429046154|0.664512097836|1.77254104614,-0.228306099772|0.269990712404|1.59079349041,0.417530089617|0.854354321957|1.69063746929,-150.0,1,120.0,2,-132.0,1,161.0,1
0.00474308710545|0.378095477819|1.89610600471,0.361961841583|0.462798833847|1.87167608738,-0.18826495111|0.393908798695|1.80262160301,0.42633369565|0.66315305233|1.77128362656,-0.243398711085|0.376351803541|1.5940656662,0.418372362852|0.852643787861|1.68838572502,146.0,1,120.0,2,-130.0,1,162.0,1
0.00437546661124|0.386787116528|1.89992403984,0.363831937313|0.460822552443|1.87128436565,-0.177428871393|0.442851275206|1.79492628574,0.426778078079|0.662809193134|1.77067255974,-0.257913708687|0.525464713573|1.57792007923,0.418499112129|0.852199494839|1.68751728535,137.0,1,118.0,2,142.0,1,162.0,1
0.00559889199212|0.403663754463|1.90235042572,0.365794271231|0.462805867195|1.87263894081,-0.161675855517|0.509641587734|1.78730928898,0.427457422018|0.664942860603|1.76949095726,-0.250914186239|0.661226212978|1.60273480415,0.418340802193|0.854337215424|1.68646240234,127.0,2,116.0,2,153.0,1,162.0,1
0.0073722419329|0.411532670259|1.90311658382,0.366458266973|0.463415533304|1.87264072895,-0.146379947662|0.544628858566|1.79725348949,0.427718728781|0.665678918362|1.76912844181,-0.24229209125|0.719651222229|1.62120902538,0.418162435293|0.855091750622|1.68620634079,123.0,2,115.0,2,158.0,1,162.0,1
0.0101390015334|0.427110612392|1.90661621094,0.359476953745|0.458989590406|1.86968839169,-0.131432697177|0.586099505424|1.81326770782,0.42941108346|0.666820764542|1.76939225197,-0.210897296667|0.805469274521|1.6743067503,0.41838786006|0.85626322031|1.68672704697,120.0,2,114.0,2,159.0,2,160.0,2
0.0114862620831|0.434920281172|1.9079618454,0.359372198582|0.458982616663|1.86943757534,-0.121095716953|0.600865960121|1.83332002163,0.432589679956|0.664261579514|1.77095627785,-0.176262378693|0.833204507828|1.72975063324,0.418794363737|0.853898942471|1.68947446346,120.0,2,114.0,2,156.0,2,158.0,2
0.0133832013234|0.443636983633|1.91103386879,0.360953509808|0.459763675928|1.86996769905,-0.118659004569|0.627966701984|1.8447034359,0.436838388443|0.662265896797|1.77318930626,-0.15174561739|0.850239872932|1.76286077499,0.42199793458|0.852350056171|1.69391000271,119.0,2,114.0,2,154.0,2,157.0,2
0.0147771695629|0.451408684254|1.91500270367,0.373471409082|0.46484914422|1.87326908112,-0.112741462886|0.638315320015|1.85774362087,0.441150397062|0.660848975182|1.77486741543,-0.138769313693|0.863312959671|1.78530538082,0.426200866699|0.851885139942|1.69840729237,119.0,2,112.0,2,153.0,2,158.0,2
0.0159215889871|0.45601978898|1.91818737984,0.374762833118|0.464734643698|1.87349331379,-0.108544528484|0.64492225647|1.86607909203,0.443764030933|0.659800410271|1.77600157261,-0.131344333291|0.869279742241|1.79738855362,0.429755151272|0.851654469967|1.7018944025,119.0,2,112.0,2,153.0,2,158.0,2
