LeftShoulder,RightShoulder,LeftElbow,RightElbow,LeftWrist,RightWrist,LeftShoulderAngle,LeftShoulderNormal,RightShoulderAngle,RightShoulderNormal,LeftElbowAngle,LeftElbowNormal,RightElbowAngle,RightElbowNormal
0.0198605954647|0.358033061028|1.8940666914,0.390934050083|0.336658507586|1.83549821377,-0.0497050844133|0.104946106672|1.87428987026,0.534106492996|0.144566804171|1.8073874712,-0.069021217525|-0.116612941027|1.77636015415,0.615293085575|-0.0382218845189|1.71015846729,-101.0,2,-130.0,2,-158.0,0,-157.0,0
0.0168275535107|0.357938498259|1.89297318459,0.38989803195|0.337960064411|1.8357912302,-0.0528398044407|0.10573220253|1.87385892868,0.554665863514|0.1714271456|1.80797839165,-0.0710959136486|-0.116987869143|1.77635085583,0.670874476433|0.0120857311413|1.70745098591,-102.0,2,-138.0,2,-158.0,0,-158.0,0
0.0131077263504|0.35830873251|1.89137792587,0.390247136354|0.340858966112|1.83726620674,-0.0577643625438|0.108502604067|1.87395977974,0.601280808449|0.224700793624|1.80408489704,-0.0746648237109|-0.117155358195|1.77655792236,0.752904295921|0.10125631839|1.69936800003,-102.0,2,-154.0,2,-158.0,0,-157.0,0
0.0119379246607|0.358580201864|1.89038062096,0.39134529233|0.34410354495|1.83838140965,-0.0583786480129|0.108179800212|1.87359297276,0.61067456007|0.244701743126|1.80288553238,-0.0753389447927|-0.116907656193|1.77658367157,0.776332616806|0.144321456552|1.69778418541,-103.0,2,-158.0,2,-158.0,0,-159.0,0
0.0101319206879|0.358734160662|1.88860023022,0.395584851503|0.348127543926|1.84016013145,-0.0595522522926|0.107383675873|1.87323570251,0.629266738892|0.279560685158|1.79803454876,-0.0769436210394|-0.116684176028|1.77721655369,0.811553776264|0.209768354893|1.69754874706,-103.0,2,-165.0,2,-158.0,0,-162.0,0
0.00884109549224|0.359103411436|1.88644909859,0.398374944925|0.352259129286|1.84064161777,-0.0608234740794|0.107000924647|1.87286865711,0.635415315628|0.304917126894|1.79878747463,-0.0783210843801|-0.11671307683|1.77782273293,0.82995736599|0.272405654192|1.70452785492,-104.0,2,-169.0,2,-157.0,0,164.0,0
0.00819500442594|0.359518706799|1.8842792511,0.400319546461|0.355629384518|1.84086465836,-0.0616146028042|0.106457285583|1.87229168415,0.639444947243|0.327912867069|1.80076432228,-0.0799537673593|-0.116023518145|1.77883434296,0.839262008667|0.314800709486|1.71415758133,-104.0,2,-173.0,2,-157.0,0,166.0,0
0.00794119946659|0.360010772943|1.8827085495,0.401313751936|0.35944801569|1.84068727493,-0.0622671172023|0.106343276799|1.87148499489,0.642076075077|0.34836524725|1.79532682896,-0.0813157185912|-0.115358449519|1.77903437614,0.868630826473|0.345369428396|1.71319746971,-105.0,2,-175.0,1,-157.0,0,171.0,0
0.00773067120463|0.360194265842|1.88112688065,0.402007430792|0.362262547016|1.84027969837,-0.0627926886082|0.106168672442|1.87089955807,0.644156754017|0.357782006264|1.79657661915,-0.082978874445|-0.114554971457|1.778819561,0.861963450909|0.369268298149|1.71636474133,-105.0,2,-175.0,1,-157.0,0,169.0,0
0.00728764943779|0.360524535179|1.87986540794,0.402866363525|0.364165872335|1.83963811398,-0.0638016909361|0.106121890247|1.86965250969,0.645511269569|0.367311805487|1.7967928648,-0.084125071764|-0.113993011415|1.77732241154,0.875716924667|0.385610878468|1.71409761906,-106.0,2,176.0,1,-157.0,0,170.0,0
0.00706869550049|0.360385626554|1.87745022774,0.403379946947|0.366835415363|1.83895492554,-0.0644664168358|0.106970593333|1.86858391762,0.645813763142|0.371329247952|1.7967941761,-0.0851491391659|-0.113486282527|1.77593028545,0.874441683292|0.387407630682|1.71447718143,-106.0,2,176.0,1,-157.0,0,170.0,0
0.00694668572396|0.360455840826|1.87529575825,0.404173374176|0.367659091949|1.83855175972,-0.0651291012764|0.106540098786|1.86667263508,0.646574497223|0.37435361743|1.7959663868,-0.0855466127396|-0.113425135612|1.77470743656,0.860873579979|0.390965431929|1.71680831909,-107.0,2,175.0,1,-157.0,0,169.0,0
0.006826588884|0.360617727041|1.87449467182,0.404128134251|0.368026971817|1.83825075626,-0.0657911449671|0.10602337867|1.86509513855,0.646367967129|0.374702095985|1.79586553574,-0.085698030889|-0.113298401237|1.77437400818,0.86403387785|0.391324132681|1.71609544754,-107.0,2,175.0,1,-157.0,0,169.0,0
0.00673765223473|0.360673993826|1.87339794636,0.404483258724|0.368586361408|1.83776473999,-0.0660343319178|0.106284707785|1.86394047737,0.646374464035|0.375150769949|1.79585957527,-0.0858954116702|-0.112722210586|1.77347707748,0.867416262627|0.390758156776|1.71484529972,-107.0,2,175.0,1,-157.0,0,169.0,0
0.00695657869801|0.360599845648|1.87197899818,0.405119478703|0.36880749464|1.83745741844,-0.0664913952351|0.10595010221|1.86312711239,0.647231161594|0.375580519438|1.79529619217,-0.0866721495986|-0.112278982997|1.77200448513,0.869147956371|0.38932287693|1.71398603916,-107.0,2,175.0,1,-157.0,0,170.0,0
0.00762450415641|0.360455065966|1.8704148531,0.405527055264|0.36915025115|1.83715355396,-0.0679956674576|0.106875687838|1.8627396822,0.64820754528|0.375664323568|1.79513609409,-0.0884329006076|-0.110790021718|1.77012085915,0.863624572754|0.387931346893|1.71479547024,-108.0,2,175.0,1,-156.0,0,169.0,0
0.00835695303977|0.360509872437|1.86955654621,0.406266778708|0.369459718466|1.83684802055,-0.0735071077943|0.119827352464|1.86822724342,0.648395717144|0.375350981951|1.79504084587,-0.107864893973|-0.0804970189929|1.77709019184,0.866952598095|0.384345471859|1.71419298649,-110.0,2,175.0,1,-155.0,0,169.0,0
0.00964183919132|0.360250234604|1.86886286736,0.407308250666|0.369640260935|1.83634531498,-0.0819249749184|0.13206744194|1.87500917912,0.648480653763|0.374542474747|1.79518771172,-0.133261978626|-0.0648804157972|1.78460800648,0.866660952568|0.382275730371|1.71418011189,-113.0,2,-175.0,1,-154.0,0,169.0,0
0.0143857141957|0.36041405797|1.8716686964,0.408543884754|0.369968295097|1.83626377583,-0.099584415555|0.145955428481|1.88074564934,0.648885965347|0.373040109873|1.79536283016,-0.184139281511|-0.0410115234554|1.79505372047,0.86985450983|0.378487348557|1.71289408207,-119.0,2,-175.0,1,-155.0,0,169.0,0
0.0154730910435|0.360302090645|1.87093544006,0.409392952919|0.369966030121|1.83601903915,-0.106549493968|0.152612328529|1.88374531269,0.649401247501|0.372301310301|1.7952927351,-0.211978718638|-0.0238641053438|1.79937398434,0.871451318264|0.377018213272|1.71208870411,-122.0,2,-175.0,1,155.0,0,169.0,0
0.0194317288697|0.361222684383|1.87301373482,0.410297989845|0.370188951492|1.8357270956,-0.129843577743|0.181841984391|1.89198172092,0.649945020676|0.370689719915|1.79556834698,-0.273321628571|0.00289990496822|1.79706287384,0.871264874935|0.376123398542|1.71199774742,-131.0,2,-176.0,1,-153.0,0,169.0,0
0.0220908802003|0.363537490368|1.87476289272,0.404405474663|0.36645257473|1.83522439003,-0.150982871652|0.217020452023|1.89789557457,0.650406658649|0.368814766407|1.79540455341,-0.357336342335|0.0318210124969|1.79881572723,0.871242880821|0.375148385763|1.71173739433,-140.0,2,177.0,1,-154.0,1,168.0,1
0.0227959323674|0.366349816322|1.87594759464,0.403420627117|0.368290960789|1.83438825607,-0.182438164949|0.246536806226|1.90446770191,0.649998366833|0.367412090302|1.79540538788,-0.365283250809|0.139177441597|1.84529948235,0.87009626627|0.373750954866|1.71172344685,-150.0,2,-177.0,1,-158.0,1,168.0,1
0.022048920393|0.371311634779|1.87649786472,0.404363542795|0.371596574783|1.8335725069,-0.200654134154|0.279026627541|1.90747606754,0.650001347065|0.365593224764|1.79486775398,-0.3986736238|0.198050066829|1.86004340649,0.852331221104|0.370159834623|1.71650207043,-158.0,2,-177.0,1,160.0,1,168.0,1
0.0202779490501|0.375420600176|1.87795615196,0.404219001532|0.373996436596|1.83297979832,-0.209000334144|0.306489408016|1.91291201115,0.640176534653|0.360473185778|1.7979632616,-0.416824102402|0.250935792923|1.87659931183,0.842143833637|0.371703565121|1.71926653385,-163.0,2,-176.0,2,162.0,1,166.0,1
0.0201968830079|0.375248223543|1.88067126274,0.39807009697|0.369360625744|1.83396017551,-0.250005096197|0.31689491868|1.92202544212,0.64191699028|0.361576646566|1.79766559601,-0.500390470028|0.257380664349|1.87722015381,0.862248301506|0.375713467598|1.71388530731,-167.0,2,-178.0,1,-162.0,1,167.0,1
0.017558734864|0.379437804222|1.88188838959,0.399611920118|0.371662050486|1.83383631706,-0.209723517299|0.355683118105|1.92686593533,0.643459022045|0.362786740065|1.79749810696,-0.425417482853|0.354498714209|1.9135299921,0.845900416374|0.372800797224|1.72012984753,-172.0,2,-178.0,1,164.0,1,167.0,1
0.0173091199249|0.37859994173|1.8838121891,0.396133899689|0.368280142546|1.83441257477,-0.215203374624|0.365788370371|1.92803251743,0.644013702869|0.363531678915|1.79744291306,-0.430354177952|0.348829597235|1.91043066978,0.846138358116|0.373294502497|1.71903288364,-174.0,2,179.0,1,-165.0,1,167.0,1
0.011277734302|0.383040755987|1.88869583607,0.397415667772|0.368796288967|1.83449947834,-0.214566081762|0.372063398361|1.93005633354,0.643745362759|0.363633960485|1.79759013653,-0.430107712746|0.376461684704|1.91498124599,0.862430810928|0.37378564477|1.71409904957,-175.0,2,179.0,2,165.0,1,167.0,1
0.0118737304583|0.381336003542|1.89014029503,0.395352095366|0.366090357304|1.83543241024,-0.260744541883|0.379640221596|1.9355379343,0.64407736063|0.363799273968|1.79769134521,-0.472267359495|0.415432751179|1.9093183279,0.846748292446|0.372771322727|1.72088384628,-177.0,2,178.0,2,161.0,1,168.0,1
