LeftShoulder,RightShoulder,LeftElbow,RightElbow,LeftWrist,RightWrist,LeftShoulderAngle,LeftShoulderNormal,RightShoulderAngle,RightShoulderNormal,LeftElbowAngle,LeftElbowNormal,RightElbowAngle,RightElbowNormal
0.00587006099522|0.375802248716|1.92901229858,0.416843175888|0.365730702877|1.86277854443,-0.214377358556|0.311229020357|1.94156622887,0.617725193501|0.383668929338|1.83898365498,-0.176339864731|0.558257937431|1.84249138832,0.569402635098|0.590244233608|1.81088972092,-161.0,2,173.0,2,66.0,2,83.0,2
0.0056422543712|0.376018434763|1.92908620834,0.416729867458|0.365542471409|1.86284542084,-0.214944049716|0.311641633511|1.94208467007,0.617621600628|0.383398532867|1.83901047707,-0.176359429955|0.558280467987|1.84249699116,0.570277452469|0.586896240711|1.81091189384,-161.0,2,173.0,2,65.0,2,83.0,2
0.00559954252094|0.376089453697|1.92916059494,0.416714608669|0.365484595299|1.86294341087,-0.215038374066|0.311891049147|1.9419580698,0.617612481117|0.383289813995|1.83913981915,-0.176367625594|0.558304846287|1.84252977371,0.570748150349|0.586125135422|1.81109976768,-161.0,2,173.0,2,66.0,2,83.0,2
0.00554795749485|0.37627390027|1.92930662632,0.416858106852|0.365244954824|1.86317443848,-0.215191721916|0.312272697687|1.94210910797,0.617754876614|0.38300344348|1.83906722069,-0.176250174642|0.558742403984|1.84247028828,0.570742607117|0.58689469099|1.81129479408,-161.0,2,173.0,2,66.0,2,83.0,2
0.00557227153331|0.376420110464|1.92938637733,0.417081743479|0.364981651306|1.86356914043,-0.215029597282|0.312678992748|1.94217371941,0.617942690849|0.383000910282|1.83911967278,-0.176006570458|0.559317350388|1.84255588055,0.570675194263|0.586994826794|1.8119790554,-161.0,2,173.0,2,66.0,2,83.0,2
0.00558668933809|0.376529306173|1.92945444584,0.417609900236|0.364455252886|1.8639537096,-0.214380428195|0.313554018736|1.94173574448,0.6184669137|0.382491201162|1.83965933323,-0.175491854548|0.559755861759|1.84264743328,0.571601808071|0.584447205067|1.81284284592,-161.0,2,173.0,2,66.0,2,83.0,2
0.00577406864613|0.376413583755|1.92951571941,0.418088108301|0.364519447088|1.86439859867,-0.213698625565|0.314182311296|1.94107174873,0.618985116482|0.382135778666|1.84012079239,-0.174887910485|0.560093820095|1.84316444397,0.572325646877|0.58355474472|1.81392204762,-162.0,2,173.0,2,66.0,2,83.0,2
0.00608170963824|0.376380890608|1.92960071564,0.41839119792|0.364624321461|1.86497044563,-0.21318012476|0.314378768206|1.94073688984,0.619333267212|0.381794422865|1.84078633785,-0.174258500338|0.560033857822|1.84338998795,0.572986900806|0.581770658493|1.81480026245,-162.0,2,173.0,2,66.0,2,83.0,2
0.00625001173466|0.376247555017|1.9297478199,0.418488800526|0.364619970322|1.86515390873,-0.212998658419|0.314093619585|1.94100654125,0.619651675224|0.37980222702|1.84324252605,-0.173898905516|0.559998095036|1.84349536896,0.573337078094|0.5817040205|1.81527233124,-162.0,2,174.0,2,66.0,2,82.0,2
0.00650776643306|0.376121103764|1.92984712124,0.419233292341|0.364502519369|1.86573398113,-0.212116569281|0.313236951828|1.94187045097,0.620469927788|0.378807455301|1.84408414364,-0.173071846366|0.559514403343|1.84352326393,0.573872148991|0.581004321575|1.81607663631,-162.0,2,174.0,2,66.0,2,82.0,2
0.00719672767445|0.375228017569|1.92982280254,0.420078873634|0.364278554916|1.8664509058,-0.212132796645|0.313062906265|1.94199621677,0.621394872665|0.377591103315|1.84541296959,-0.172129407525|0.559101641178|1.84344923496,0.574806749821|0.579988479614|1.81669330597,-162.0,2,174.0,2,66.0,2,82.0,2
0.00830598454922|0.374630481005|1.92980730534,0.420735955238|0.364125132561|1.86670351028,-0.211992412806|0.312859207392|1.9423892498,0.622085809708|0.376946359873|1.84630393982,-0.171232387424|0.558687388897|1.84339570999,0.575804889202|0.579450190067|1.81759786606,-162.0,2,174.0,2,66.0,2,82.0,2
0.00960743241012|0.37441778183|1.92989253998,0.422049790621|0.364115446806|1.86711096764,-0.210919812322|0.312475770712|1.94246649742,0.623369038105|0.377140313387|1.84645497799,-0.169889137149|0.558793604374|1.84346818924,0.57589006424|0.584201753139|1.81875884533,-162.0,2,174.0,2,66.0,2,82.0,2
0.0114634623751|0.373595625162|1.92970561981,0.426147729158|0.365375310183|1.86706900597,-0.210109725595|0.31225913763|1.94212245941,0.627502441406|0.377389013767|1.8463395834,-0.168416276574|0.558381438255|1.84392607212,0.576124846935|0.585877656937|1.81883645058,-163.0,2,175.0,2,66.0,2,80.0,2
