LeftShoulder,RightShoulder,LeftElbow,RightElbow,LeftWrist,RightWrist,LeftShoulderAngle,LeftShoulderNormal,RightShoulderAngle,RightShoulderNormal,LeftElbowAngle,LeftElbowNormal,RightElbowAngle,RightElbowNormal
-0.140899971128|0.374465256929|1.75838267803,0.245241001248|0.373897194862|1.74708366394,-0.333980292082|0.253339082003|1.76099693775,0.522979974747|0.36375528574|1.7040681839,-0.177355095744|0.203126400709|1.59180033207,0.733084201813|0.344860881567|1.61905062199,-148.0,2,-173.0,1,-63.0,1,-167.0,1
-0.143467187881|0.380210846663|1.77570152283,0.245507210493|0.373749107122|1.744582057,-0.310336202383|0.299421906471|1.88585603237,0.5251288414|0.362659305334|1.70014619827,-0.274922817945|0.175635650754|1.68755841255,0.734679162502|0.341869682074|1.61399352551,-144.0,1,-175.0,1,-70.0,0,-166.0,0
-0.143494904041|0.383279979229|1.78198111057,0.245801344514|0.373664110899|1.74214708805,-0.304798185825|0.30642876029|1.90078723431,0.525347113609|0.362169504166|1.69599986076,-0.343899428844|0.145902141929|1.73334920406,0.734716951847|0.340421110392|1.60957229137,-143.0,1,-176.0,1,-89.0,0,-167.0,0
-0.142891347408|0.384583115578|1.78442406654,0.246301352978|0.373740315437|1.74002826214,-0.306764572859|0.312526017427|1.91214895248,0.528922438622|0.36086243391|1.68871927261,-0.41284263134|0.141884684563|1.79461705685,0.738126277924|0.338752090931|1.60210204124,-143.0,1,-176.0,1,-107.0,1,-167.0,1
-0.142088755965|0.385432839394|1.78588140011,0.246529221535|0.373632162809|1.73846936226,-0.318812787533|0.313834428787|1.92812204361,0.513019025326|0.365209043026|1.68547677994,-0.462916582823|0.153398409486|1.84668064117,0.726012051105|0.33191666007|1.60116267204,-143.0,1,-176.0,1,-118.0,1,-168.0,1
-0.139355406165|0.388614058495|1.79141771793,0.246638089418|0.373652487993|1.73762190342,-0.322561144829|0.318827062845|1.93641769886,0.519546508789|0.36301201582|1.68185722828,-0.482899010181|0.166557535529|1.87639629841,0.728432238102|0.332479983568|1.5968786478,-145.0,1,-176.0,1,-124.0,1,-168.0,1
-0.137640893459|0.390878051519|1.79562830925,0.246823236346|0.37365552783|1.73607718945,-0.330012798309|0.323410958052|1.94318962097,0.52382850647|0.361176252365|1.67739295959,-0.520812749863|0.189240187407|1.91294717789,0.732318997383|0.332014203072|1.59073710442,-146.0,1,-177.0,1,-134.0,1,-168.0,1
-0.13672876358|0.391971707344|1.79775941372,0.246869474649|0.373716443777|1.73505747318,-0.328232496977|0.333122044802|1.94645082951,0.526319026947|0.360434651375|1.67433238029,-0.549242913723|0.208533838391|1.93188917637,0.73416942358|0.331522405148|1.58565711975,-147.0,1,177.0,1,-139.0,1,-168.0,1
-0.136487975717|0.392597734928|1.80022835732,0.246868684888|0.373846709728|1.73429346085,-0.320609152317|0.345256209373|1.9437943697,0.527454435825|0.359925359488|1.67238497734,-0.600814402103|0.226790040731|1.94681835175,0.734887599945|0.330780506134|1.58257067204,-149.0,1,-177.0,1,-143.0,1,-168.0,1
-0.136793404818|0.393364667892|1.80225086212,0.246868059039|0.373985946178|1.73374772072,-0.315594732761|0.356980592012|1.93630445004,0.52809637785|0.359726458788|1.67078351974,-0.595036149025|0.237019538879|1.94227695465,0.734300374985|0.329802185297|1.57798731327,-151.0,1,-178.0,1,-143.0,1,-168.0,1
-0.137973770499|0.397384375334|1.8132174015,0.253023803234|0.375792115927|1.72522389889,-0.314873307943|0.365702003241|1.92890870571,0.528241753578|0.359457671642|1.66971719265,-0.0203155297786|0.350754320621|1.8273935318,0.733390808105|0.328658998013|1.57448899746,-156.0,1,-179.0,1,-18.0,1,-166.0,1
-0.138299748302|0.397010028362|1.81218338013,0.251590847969|0.375430941582|1.72724044323,-0.319795638323|0.375352084637|1.92340660095,0.528912961483|0.359253674746|1.66899251938,-0.0246958080679|0.357248932123|1.82405805588,0.771675169468|0.282831341028|1.4901907444,-159.0,1,-180.0,1,-16.0,1,-153.0,1
-0.138694763184|0.396799594164|1.81169855595,0.251004159451|0.37529116869|1.72877275944,-0.322463780642|0.379238784313|1.92024624348,0.529335975647|0.35925540328|1.66878461838,-0.0270209312439|0.359899431467|1.82220745087,0.734157681465|0.331292688847|1.57184958458,-160.0,1,-180.0,1,-15.0,1,-166.0,1
-0.138848379254|0.396690785885|1.81155467033,0.250954568386|0.375154435635|1.72965288162,-0.324090629816|0.381068855524|1.9182009697,0.529768228531|0.359047323465|1.66874217987,-0.0284449141473|0.361196517944|1.82091021538,0.734566152096|0.331418722868|1.57165825367,-161.0,1,-180.0,1,-14.0,1,-166.0,1
-0.139069974422|0.396610409021|1.81112086773,0.25095397234|0.374819159508|1.730681777,-0.327065140009|0.384232074022|1.91399729252,0.530950903893|0.35882666707|1.66885900497,-0.0311231259257|0.363745450974|1.81776094437,0.735578715801|0.331535220146|1.57128083706,-162.0,1,-179.0,1,-13.0,1,-167.0,1
-0.139350414276|0.39650991559|1.81086874008,0.251028746367|0.374659776688|1.73175704479,-0.328484892845|0.386251449585|1.9121363163,0.532333791256|0.358621090651|1.66966748238,-0.0324471518397|0.365545511246|1.81623840332,0.736878752708|0.332184314728|1.57167160511,-162.0,1,-179.0,1,-12.0,1,-166.0,1
-0.139608964324|0.396459519863|1.81029355526,0.251070469618|0.374590933323|1.73241710663,-0.329840242863|0.388281434774|1.90995109081,0.53343963623|0.358572334051|1.67026996613,-0.0337368808687|0.376772761345|1.812743783,0.73790293932|0.332771748304|1.57192277908,-163.0,1,-179.0,1,-10.0,1,-166.0,1
-0.139774158597|0.396413594484|1.80998504162,0.251095712185|0.374456167221|1.73308968544,-0.330349355936|0.389304369688|1.90912818909,0.533712625504|0.358529895544|1.67139565945,-0.0341748520732|0.37796741724|1.81213033199,0.738350391388|0.333900690079|1.57317197323,-163.0,1,-179.0,1,-10.0,1,-166.0,1
-0.139872804284|0.396320909262|1.8098449707,0.251184284687|0.37434977293|1.73384559155,-0.330621540546|0.39065143466|1.90872645378,0.534314870834|0.358204305172|1.67332935333,-0.0343690663576|0.379470944405|1.81197309494,0.739021837711|0.334591895342|1.57503187656,-163.0,1,-179.0,1,-10.0,1,-166.0,1
-0.13993781805|0.396311312914|1.80977296829,0.251289486885|0.374269485474|1.73458504677,-0.330707252026|0.391112595797|1.90862035751,0.535142838955|0.358222961426|1.67453467846,-0.0342990122736|0.380137354136|1.81237745285,0.740609824657|0.33472442627|1.57811117172,-163.0,1,-179.0,1,-10.0,1,-167.0,1
-0.139954552054|0.396308898926|1.80974197388,0.251324921846|0.374219506979|1.73486852646,-0.330728232861|0.391152739525|1.90858244896,0.535247504711|0.358085095882|1.67498111725,-0.0342532545328|0.380229413509|1.81256306171,0.740904390812|0.334715843201|1.57900631428,-163.0,1,-179.0,1,-10.0,1,-167.0,1
-0.139969170094|0.396271109581|1.80967330933,0.251361012459|0.374273449183|1.73527228832,-0.330708533525|0.391370266676|1.90856528282,0.535286128521|0.358153820038|1.67595887184,-0.0329922139645|0.371325284243|1.81846094131,0.7413662076|0.334221482277|1.58120667934,-163.0,1,-179.0,1,-12.0,1,-167.0,1
-0.139991462231|0.39622554183|1.80941092968,0.251295030117|0.374301373959|1.73534739017,-0.331073254347|0.391645729542|1.90776968002,0.5348315835|0.358388692141|1.67633330822,-0.0333510749042|0.371136456728|1.81777822971,0.740927398205|0.334118574858|1.58169925213,-163.0,1,-179.0,1,-12.0,1,-167.0,1
-0.139936104417|0.396020501852|1.8092893362,0.251301348209|0.374460399151|1.73571240902,-0.330977767706|0.39182305336|1.90770733356,0.534788429737|0.358661264181|1.67694067955,-0.0332811437547|0.371174871922|1.81765413284,0.740976750851|0.33473020792|1.58245515823,-163.0,1,-179.0,1,-12.0,1,-167.0,1
-0.139861762524|0.395692646503|1.8091442585,0.2513243258|0.3745008111|1.73583459854,-0.330805689096|0.391563117504|1.90771412849,0.53497838974|0.358785718679|1.67740952969,-0.0331297554076|0.37091499567|1.81758654118,0.741231262684|0.335136264563|1.58302199841,-163.0,1,-179.0,1,-12.0,1,-167.0,1
-0.139809429646|0.395609378815|1.80911195278,0.251367032528|0.374564051628|1.73596954346,-0.330670446157|0.391072332859|1.90781545639,0.535011172295|0.358940809965|1.67764127254,-0.0330808088183|0.370558857918|1.81733894348,0.741327345371|0.335488587618|1.58336758614,-163.0,1,-179.0,1,-12.0,1,-167.0,1
-0.139667615294|0.395545512438|1.80904722214,0.251421511173|0.374581724405|1.73603534698,-0.330165088177|0.389862120152|1.9083199501,0.535689890385|0.358998507261|1.67787015438,-0.0326327718794|0.369719535112|1.81755948067,0.741841375828|0.335569083691|1.5831798315,-162.0,1,-179.0,1,-12.0,1,-167.0,1
-0.139486312866|0.395502328873|1.80864703655,0.251439124346|0.374563187361|1.7358891964,-0.330220192671|0.388072162867|1.90754687786,0.536568284035|0.3589836061|1.67698812485,-0.0327072553337|0.368263870478|1.81662738323,0.742603361607|0.335247129202|1.5820966959,-162.0,1,-179.0,1,-12.0,1,-167.0,1
-0.139350488782|0.395406454802|1.80864524841,0.251510113478|0.37459525466|1.73591434956,-0.329497754574|0.386623293161|1.90842294693,0.537167429924|0.358813822269|1.67700600624,-0.0361485220492|0.368775427341|1.803206563,0.743412792683|0.330542445183|1.58397650719,-162.0,1,-179.0,1,-10.0,1,-167.0,1
-0.139090150595|0.395399719477|1.8086104393,0.251545161009|0.374581187963|1.73589980602,-0.328716188669|0.385961592197|1.90916919708,0.537109375|0.358890295029|1.67696690559,-0.0314593873918|0.372585713863|1.81621575356,0.743450582027|0.331371158361|1.58395254612,-162.0,1,-179.0,1,-12.0,1,-167.0,1
-0.138944134116|0.395396471024|1.80861091614,0.251575469971|0.374573260546|1.73589873314,-0.328223645687|0.385862320662|1.90969347954,0.536998748779|0.358841747046|1.67709207535,-0.0312017425895|0.366784602404|1.81688714027,0.743394732475|0.331666857004|1.58411371708,-162.0,1,-179.0,1,-12.0,1,-167.0,1
-0.138611346483|0.395269960165|1.8086129427,0.251729518175|0.374603867531|1.73589527607,-0.327100902796|0.385345697403|1.91087138653,0.538020133972|0.358217060566|1.67709672451,-0.0301919672638|0.366373300552|1.81766974926,0.744407594204|0.332017421722|1.58382844925,-161.0,1,-179.0,1,-13.0,1,-167.0,1
-0.138327509165|0.395308077335|1.80871760845,0.256277948618|0.3754375875|1.73418986797,-0.326243191957|0.38492551446|1.91181445122,0.538449406624|0.357915967703|1.67698192596,-0.0298150796443|0.378931879997|1.81535851955,0.744816541672|0.331990659237|1.58359074593,-161.0,1,-179.0,1,-11.0,1,-167.0,1
-0.137700423598|0.395259916782|1.80876994133,0.259428590536|0.37557682395|1.73263967037,-0.324742794037|0.384801059961|1.91315209866,0.538581728935|0.357744842768|1.67678713799,-0.0284196864814|0.378923147917|1.81636917591,0.745058059692|0.331652075052|1.58373498917,-161.0,1,-179.0,2,-12.0,1,-167.0,1
-0.136732235551|0.395330280066|1.80895137787,0.262197852135|0.375763326883|1.73149621487,-0.322751045227|0.384381592274|1.9148055315,0.521442949772|0.361580491066|1.679880023,-0.0265499334782|0.378666847944|1.81764733791,0.730304479599|0.328970432281|1.58917140961,-161.0,1,-180.0,1,-12.0,1,-167.0,1
-0.136343210936|0.395354032516|1.80909311771,0.263209015131|0.375794231892|1.73111915588,-0.321856051683|0.384124219418|1.9156614542,0.533905088902|0.357949346304|1.67621207237,-0.0259853489697|0.375182539225|1.81760239601,0.740563869476|0.327829629183|1.5848274231,-160.0,1,-179.0,2,-12.0,1,-167.0,1
-0.135675981641|0.395412921906|1.80996179581,0.2640145123|0.375887453556|1.73122179508,-0.319425851107|0.384551256895|1.91901361942,0.542777597904|0.35438850522|1.6767680645,-0.0269402526319|0.366122454405|1.81150746346,0.748509526253|0.325305610895|1.58278930187,-160.0,1,-178.0,2,-12.0,1,-166.0,1
-0.132583171129|0.397465825081|1.8155810833,0.264699071646|0.375670343637|1.73073065281,-0.320166319609|0.384070217609|1.91913068295,0.543534636497|0.35359326005|1.67596769333,-0.0278945416212|0.365328878164|1.81103110313,0.74858546257|0.32221108675|1.58102941513,-162.0,1,-178.0,2,-11.0,1,-166.0,1
-0.131386980414|0.398085206747|1.81866443157,0.265147179365|0.375539511442|1.73073530197,-0.320632427931|0.382877320051|1.91964244843,0.543327689171|0.353286713362|1.67605733871,-0.0283436402678|0.364426672459|1.8115401268,0.748591661453|0.323376536369|1.58115839958,-163.0,1,-178.0,1,-11.0,1,-166.0,1
-0.130825027823|0.398014307022|1.82050549984,0.265709161758|0.375501990318|1.73095989227,-0.32042735815|0.382565587759|1.92093276978,0.544610977173|0.353118032217|1.67766559124,-0.0280742850155|0.364119827747|1.81303369999,0.749749600887|0.320298045874|1.58349347115,-163.0,1,-178.0,1,-11.0,1,-166.0,1
-0.130427092314|0.397946417332|1.82120835781,0.266000449657|0.37545889616|1.73096656799,-0.320401281118|0.38203895092|1.92103934288,0.544653058052|0.352897644043|1.67816197872,-0.0280680973083|0.363452851772|1.81310510635,0.749931454659|0.321519821882|1.58382964134,-163.0,1,-177.0,1,-11.0,1,-166.0,1
-0.129958689213|0.397707670927|1.821834445,0.266549795866|0.375375300646|1.73114895821,-0.320123016834|0.381888866425|1.92138922215,0.544681727886|0.352698028088|1.67897939682,-0.0277497190982|0.363521456718|1.81354403496,0.750203847885|0.321757674217|1.58512449265,-164.0,1,-177.0,1,-11.0,1,-166.0,1
-0.129701286554|0.397644340992|1.82199203968,0.266821473837|0.375348001719|1.73122870922,-0.3199236691|0.381734102964|1.92145502567,0.544377744198|0.352808654308|1.67938697338,-0.0274292957038|0.363633543253|1.81392920017,0.750239133835|0.320635914803|1.58685731888,-164.0,1,-177.0,1,-11.0,1,-166.0,1
-0.129308611155|0.39775377512|1.82241141796,0.267470896244|0.375100582838|1.73148226738,-0.31964212656|0.381111800671|1.92164897919,0.54546713829|0.352978467941|1.67997682095,-0.0270839519799|0.36286213994|1.81434309483,0.751600682735|0.32174423337|1.58785068989,-164.0,1,-177.0,1,-11.0,1,-166.0,1
-0.129071250558|0.397729068995|1.82266628742,0.267917752266|0.375088393688|1.73172557354,-0.319605052471|0.381139069796|1.9216042757,0.546943366528|0.35313975811|1.68042778969,-0.0269154813141|0.363023817539|1.81467020512,0.753171682358|0.322124153376|1.588509202,-164.0,1,-177.0,1,-11.0,1,-166.0,1
-0.126131355762|0.397572845221|1.82521116734,0.274819195271|0.373986333609|1.73179590702,-0.318912804127|0.380321234465|1.92060375214,0.553616702557|0.352639436722|1.68042099476,-0.0260556805879|0.362484097481|1.8141283989,0.75942081213|0.322904616594|1.58708810806,-165.0,1,-177.0,1,-10.0,2,-166.0,2
-0.123055048287|0.398953527212|1.83019173145,0.279350608587|0.373565137386|1.7318880558,-0.318807691336|0.380468100309|1.92059850693,0.555146455765|0.352303802967|1.68100631237,-0.0258297324181|0.362637221813|1.81448984146,0.760931611061|0.32309448719|1.58748316765,-166.0,1,-177.0,1,-10.0,2,-166.0,2
-0.120455987751|0.39671549201|1.83030378819,0.2819224298|0.372862100601|1.73163974285,-0.317098140717|0.379952937365|1.91941392422,0.557074964046|0.352034986019|1.68073391914,-0.0238870307803|0.362394690514|1.81398391724,0.7627415061|0.32309576869|1.58685731888,-167.0,1,-177.0,1,-9.0,2,-166.0,2
-0.11989646405|0.395292937756|1.82888507843,0.280757009983|0.372776836157|1.73123550415,-0.316008120775|0.380401223898|1.91908764839,0.557892858982|0.351850092411|1.68049991131,-0.0227654334158|0.362649142742|1.81379938126,0.763730764389|0.322431355715|1.5872477293,-167.0,1,-176.0,1,-9.0,2,-166.0,2
-0.120617382228|0.394725263119|1.82755792141,0.278648167849|0.372845172882|1.73143780231,-0.315929204226|0.380375236273|1.91914474964,0.558054745197|0.351454645395|1.68045163155,-0.022665893659|0.362427294254|1.8139539957,0.764023423195|0.322577536106|1.58736848831,-167.0,1,-177.0,1,-9.0,2,-166.0,2
-0.10921651125|0.400738090277|1.83072125912,0.291224062443|0.36878067255|1.73019111156,-0.30714571476|0.382228642702|1.91766560078,0.557120740414|0.346151888371|1.68037414551,-0.0139471516013|0.362332701683|1.81273710728,0.764064252377|0.316934078932|1.59000730515,-167.0,1,-177.0,1,-9.0,2,-167.0,2
-0.109132967889|0.400655090809|1.83116936684,0.292027920485|0.368824750185|1.73042416573,-0.30708578229|0.382357567549|1.91809630394,0.557545959949|0.345794469118|1.68119347095,-0.013863787055|0.362227857113|1.81328940392,0.764517486095|0.316847592592|1.59082019329,-167.0,1,-176.0,1,-9.0,2,-167.0,2
-0.108985699713|0.401159822941|1.83141756058,0.292327404022|0.368453979492|1.73024785519,-0.307119816542|0.381263703108|1.91783213615,0.556822001934|0.345030933619|1.68229699135,-0.0132217025384|0.361202448606|1.81511926651,0.762937486172|0.311719685793|1.59117722511,-166.0,1,-176.0,1,-10.0,2,-166.0,2
-0.106480449438|0.40092086792|1.82795763016,0.292689263821|0.368006497622|1.73000144958,-0.303865194321|0.366985887289|1.91308033466,0.553973913193|0.338011234999|1.68251514435,-0.0100140301511|0.346795022488|1.81022262573,0.756148338318|0.293189764023|1.58635151386,-163.0,2,-176.0,1,-13.0,2,-164.0,2
-0.103829398751|0.401366710663|1.82464873791,0.293128281832|0.366814613342|1.73023557663,-0.306213378906|0.346001476049|1.91342687607,0.538082540035|0.317182034254|1.68656897545,-0.0117686558515|0.316988140345|1.81463801861,0.73579031229|0.251683592796|1.59228503704,-159.0,2,-173.0,2,-20.0,2,-164.0,2
-0.102302230895|0.400638490915|1.82303857803,0.292977929115|0.366389781237|1.73036408424,-0.314668357372|0.327779173851|1.91326618195,0.532877206802|0.306566268206|1.68689346313,-0.517759919167|0.237333834171|1.93338358402,0.724459946156|0.226011440158|1.59069681168,-156.0,2,-171.0,2,-163.0,1,-163.0,1
-0.105084829032|0.395879268646|1.81872177124,0.283063948154|0.366092801094|1.7305791378,-0.326591789722|0.290099829435|1.91044688225,0.508482813835|0.271222323179|1.68955302238,-0.520314693451|0.177328377962|1.91696131229,0.752958595753|0.12905177474|1.56414723396,-150.0,2,-162.0,2,-161.0,1,-164.0,1
-0.0969531014562|0.386201858521|1.80835735798,0.279939949512|0.35774487257|1.72942578793,-0.288128614426|0.208713293076|1.88366961479,0.46556058526|0.187297806144|1.68775427341,-0.446667045355|0.0479517392814|1.87090933323,0.629298567772|0.00722337840125|1.57026863098,-134.0,2,-142.0,2,-161.0,0,-163.0,0
-0.0948658809066|0.378806889057|1.8022608757,0.278445392847|0.355063587427|1.72874546051,-0.263762503862|0.183940857649|1.87131822109,0.43806001544|0.156391322613|1.693369627,-0.393639147282|-0.0003441470908|1.83904850483,0.600321531296|-0.0526429116726|1.57041525841,-129.0,2,-133.0,2,-156.0,0,-163.0,0
-0.0946146026254|0.377212643623|1.80084848404,0.27215051651|0.357172518969|1.72948122025,-0.235250234604|0.158596634865|1.85868966579,0.414338469505|0.14137595892|1.69920945168,-0.338268309832|-0.0398065596819|1.80890953541,0.581116616726|-0.0508809350431|1.59032380581,-121.0,2,-127.0,2,-154.0,0,162.0,0
-0.0941974297166|0.374006062746|1.79867660999,0.269283503294|0.357481181622|1.72961723804,-0.208411216736|0.14484526217|1.8490281105,0.391582727432|0.117457047105|1.70736348629,-0.291163980961|-0.0584163628519|1.77919793129,0.558098733425|-0.0718110576272|1.60148346424,-115.0,2,-120.0,2,-151.0,0,157.0,0
-0.0944977626204|0.372760564089|1.79791474342,0.267825007439|0.357100427151|1.72951865196,-0.197227612138|0.125754579902|1.83804619312,0.374283730984|0.104587435722|1.71472430229,-0.245162144303|-0.0797012299299|1.72558629513,0.460033118725|-0.0864112153649|1.61659228802,-111.0,2,-115.0,2,-142.0,0,158.0,0
-0.0968732014298|0.371444255114|1.79815399647,0.265578985214|0.353858351707|1.72691190243,-0.186462968588|0.105748087168|1.82282352448,0.365588605404|0.103815048933|1.71924972534,-0.207076385617|-0.104406699538|1.6764626503,0.457391500473|-0.0838318839669|1.62004554272,-106.0,2,-114.0,2,-138.0,0,156.0,0
-0.0998324528337|0.3689866364|1.79630863667,0.262919932604|0.352932482958|1.72413945198,-0.179679438472|0.101301372051|1.80593538284,0.354583740234|0.0965340510011|1.72184073925,-0.16681048274|0.0215227846056|1.50085020065,0.427750170231|-0.0927174761891|1.60892283916,-104.0,2,-112.0,2,-101.0,0,151.0,0
-0.10173536092|0.367552757263|1.79532980919,0.262517660856|0.350247621536|1.72238981724,-0.178819328547|0.0935893952847|1.7945086956,0.352539628744|0.096955537796|1.72082805634,-0.196739822626|-0.120650537312|1.63250613213,0.362296581268|-0.0945683866739|1.58715379238,-103.0,2,-112.0,2,-142.0,0,-142.0,0
-0.101717576385|0.367821067572|1.79516851902,0.261556088924|0.354100495577|1.72374153137,-0.176962763071|0.0940179973841|1.78870356083,0.350421518087|0.09579898417|1.71881771088,-0.208534568548|0.0324622355402|1.48069143295,0.367274403572|-0.0929244831204|1.58169186115,-103.0,2,-111.0,2,104.0,0,-143.0,0
-0.1017081514|0.368100017309|1.7945189476,0.260814487934|0.355040937662|1.72378015518,-0.178860470653|0.0947417467833|1.78273689747,0.352676570415|0.0901602804661|1.70977497101,-0.177357822657|0.0132271470502|1.47775125504,0.367361903191|-0.100464753807|1.57522010803,-103.0,2,-111.0,2,-107.0,0,-145.0,0
-0.101970992982|0.368172317743|1.79376411438,0.260038971901|0.355992347002|1.72358071804,-0.179850310087|0.0971294417977|1.77929711342,0.355903744698|0.0918658077717|1.7058672905,-0.150912031531|0.00521313073114|1.4786273241,0.364595979452|-0.101847268641|1.57538533211,-103.0,2,-112.0,2,-108.0,0,-146.0,0
-0.102143019438|0.36862462759|1.79267549515,0.259634405375|0.356575965881|1.72328937054,-0.180788636208|0.0959730818868|1.77571153641,0.356197595596|0.0922912880778|1.7053835392,-0.152475327253|0.00579119008034|1.47445428371,0.36537027359|-0.0984330549836|1.5702804327,-103.0,2,-112.0,2,-108.0,0,-145.0,0
-0.102006532252|0.368991434574|1.79142260551,0.259356379509|0.357147276402|1.72317540646,-0.181435510516|0.0958952829242|1.77491557598,0.356055319309|0.0930035114288|1.70473563671,-0.160735547543|0.00827516242862|1.47228324413,0.365475714207|-0.0989341363311|1.57150793076,-103.0,2,-112.0,2,-108.0,0,-145.0,0
-0.10185072571|0.36941280961|1.79018950462,0.259235471487|0.357332706451|1.7229115963,-0.182461574674|0.0964513272047|1.77407252789,0.355980485678|0.0927986577153|1.70245623589,-0.159054651856|-0.000877972517628|1.47463524342,0.364065498114|-0.100681014359|1.5715290308,-104.0,2,-112.0,2,-109.0,0,-146.0,0
-0.105418048799|0.369616687298|1.78620290756,0.262528598309|0.349609434605|1.71365237236,-0.184043422341|0.0992208495736|1.77385222912,0.355757296085|0.0900630950928|1.70063126087,-0.218062847853|0.00190488121007|1.47544431686,0.324140876532|-0.117125667632|1.59913790226,-102.0,2,-113.0,2,112.0,0,-144.0,0
-0.105944350362|0.36967331171|1.78392326832,0.260093420744|0.351521879435|1.71312212944,-0.185416057706|0.104212470353|1.77382278442,0.355499565601|0.0886985659599|1.69857847691,-0.192146465182|-0.0954531431198|1.65295827389,0.32414111495|-0.118621572852|1.59719896317,-103.0,2,-113.0,2,-148.0,0,-144.0,0
-0.107172727585|0.369187772274|1.78001260757,0.260467350483|0.344783902168|1.70459520817,-0.186806067824|0.112147249281|1.77430677414,0.354356437922|0.090447857976|1.69724857807,-0.1926946491|-0.0893365815282|1.65665662289,0.321778476238|-0.118993811309|1.60127675533,-103.0,2,-114.0,2,-147.0,0,-144.0,0
-0.107562027872|0.369199752808|1.7790504694,0.261221826077|0.341640084982|1.70132958889,-0.186722353101|0.112314909697|1.77417623997,0.350256174803|0.0882292464375|1.69646084309,-0.193631768227|-0.0889139696956|1.65613996983,0.321585744619|-0.121616907418|1.60023522377,-102.0,2,-113.0,2,-147.0,0,-145.0,0
-0.10578173399|0.369201332331|1.78004717827,0.259604990482|0.344051867723|1.70201897621,-0.186665892601|0.11282017082|1.77383768559,0.342508733273|0.0845531076193|1.69295358658,-0.198245853186|-0.0879548415542|1.65541601181,0.317059874535|-0.125833794475|1.59717142582,-103.0,2,-112.0,2,-148.0,0,-147.0,0
