LeftShoulder,RightShoulder,LeftElbow,RightElbow,LeftWrist,RightWrist,LeftShoulderAngle,LeftShoulderNormal,RightShoulderAngle,RightShoulderNormal,LeftElbowAngle,LeftElbowNormal,RightElbowAngle,RightElbowNormal
-0.106753833592|0.269592106342|0.826861858368,0.292655050755|0.343230485916|0.762008607388,-0.0224758386612|0.381065666676|0.655104339123,0.454796135426|0.351955115795|0.618459582329,-0.210582897067|0.178774550557|0.56729632616,0.208789348602|0.351878702641|0.577361941338,54.0,1,-147.0,1,-69.0,0,51.0,0
-0.106709890068|0.269516021013|0.826811075211,0.292305856943|0.342401534319|0.760089159012,-0.0188769940287|0.376973032951|0.654146969318,0.454902976751|0.348648458719|0.616830050945,-0.212134376168|0.179127320647|0.567421972752,0.210252329707|0.349988847971|0.576762318611,53.0,1,-147.0,1,-69.0,0,51.0,0
-0.106673210859|0.26947337389|0.826732516289,0.292254567146|0.342988818884|0.760462880135,0.00793515145779|0.375419944525|0.670219779015,0.453811049461|0.345527648926|0.615519225597,-0.196953445673|0.193555489182|0.575939178467,0.211582556367|0.348312646151|0.575824916363,45.0,1,-146.0,1,-64.0,1,51.0,1
-0.106568351388|0.269505828619|0.826665103436,0.292548984289|0.344199627638|0.761281728745,0.0103414859623|0.375277578831|0.67182970047,0.453019708395|0.343990445137|0.614805102348,-0.196003109217|0.195503696799|0.576769888401,0.211984723806|0.347697466612|0.575403988361,45.0,1,-145.0,1,-64.0,1,52.0,1
-0.0958164855838|0.265327990055|0.818911969662,0.301690280437|0.343137949705|0.756946623325,0.015653911978|0.385697960854|0.671740710735,0.458794206381|0.342333942652|0.60656452179,-0.189976766706|0.204135596752|0.578692317009,0.212823480368|0.345985859632|0.574129343033,46.0,1,-144.0,1,-61.0,1,51.0,1
-0.0920948758721|0.264120101929|0.816420078278,0.305859953165|0.342689752579|0.754949688911,0.0176063086838|0.387292504311|0.670398652554,0.460961133242|0.339650094509|0.602239608765,-0.209384396672|0.237209931016|0.571586310863,0.214163124561|0.343964666128|0.572500765324,46.0,1,-143.0,1,-63.0,1,-51.0,1
-0.085523173213|0.263791263103|0.81287753582,0.312918007374|0.342900842428|0.75159239769,0.0180212613195|0.388918399811|0.663913488388,0.464785903692|0.337140679359|0.595368623734,-0.211657658219|0.236914083362|0.574969232082,0.214898005128|0.342356234789|0.571020424366,48.0,1,-141.0,1,-62.0,1,-51.0,1
-0.0812268927693|0.26325660944|0.810106277466,0.317372888327|0.342595607042|0.748901903629,0.0251217912883|0.395080089569|0.670080006123,0.466216593981|0.333514511585|0.589532911777,-0.208167225122|0.247486129403|0.583697617054,0.215025663376|0.34002366662|0.568985641003,47.0,1,-140.0,1,-60.0,1,-52.0,1
-0.0705555677414|0.274875342846|0.803965032101,0.318369716406|0.341408282518|0.733999788761,-0.0316812694073|0.472258508205|0.813619315624,0.474740684032|0.325236201286|0.583392262459,-0.184792354703|0.30351921916|0.637288093567,0.213713213801|0.3349416852|0.56514775753,70.0,2,-144.0,1,-45.0,0,-48.0,0
-0.0705648735166|0.275100052357|0.803946554661,0.318725764751|0.340921759605|0.730395138264,-0.0315132625401|0.472427219152|0.813700437546,0.473458081484|0.316516846418|0.578657448292,-0.187722578645|0.309013903141|0.635075926781,0.21047206223|0.330176323652|0.563240110874,70.0,2,-143.0,1,-46.0,0,-48.0,0
-0.0655237808824|0.292281925678|0.801294565201,0.315122246742|0.329345554113|0.721522569656,-0.0314461514354|0.487630605698|0.821934998035,0.44956856966|0.251004904509|0.565388381481,-0.186910748482|0.326404243708|0.640863776207,0.16739949584|0.26470836997|0.622800350189,76.0,2,-135.0,1,-45.0,0,-41.0,0
-0.0598823726177|0.263887822628|0.831695854664,0.290335893631|0.274444460869|0.714194178581,-0.0398602075875|0.465339899063|0.779769062996,0.43282815814|0.224649757147|0.55342233181,-0.21389092505|0.310096085072|0.610042512417,0.154347702861|0.255782395601|0.620179772377,79.0,2,-147.0,1,-65.0,0,-35.0,0
-0.0762350708246|0.258165925741|0.849286675453,0.268671005964|0.266646802425|0.732224345207,-0.0264996420592|0.442689239979|0.751602709293,0.416287630796|0.212472960353|0.57770627737,-0.226854860783|0.302689790726|0.597912430763,0.134638667107|0.240105688572|0.631896734238,67.0,2,-149.0,1,-70.0,0,-36.0,0
-0.0661611333489|0.261937648058|0.84318703413,0.271522313356|0.266233384609|0.716513037682,-0.034384354949|0.457885414362|0.769713640213,0.422123670578|0.206478148699|0.567277133465,-0.225610345602|0.313987791538|0.608530163765,0.140866726637|0.235987842083|0.623411476612,74.0,2,-151.0,1,-68.0,0,-34.0,0
-0.0355409234762|0.283680528402|0.856231987476,0.27204850316|0.271031171083|0.712043523788,-0.0729625150561|0.262068033218|0.638675928116,0.40373262763|0.216968327761|0.542218387127,-0.310649991035|0.263171195984|0.551033079624,0.123719021678|0.242680072784|0.606368482113,-75.0,1,-151.0,1,120.0,1,-40.0,1
0.000715860340279|0.318811655045|0.88969630003,0.28314307332|0.283087939024|0.702288448811,-0.116298802197|0.302597641945|0.701825737953,0.400574117899|0.223856940866|0.523278355598,-0.315664708614|0.23427657783|0.552699625492,0.136459887028|0.264074146748|0.626919746399,-88.0,1,-155.0,1,-156.0,1,-35.0,1
2.03913659789e-05|0.332944780588|0.9007781744,0.285856515169|0.279213130474|0.704671800137,-0.130313813686|0.292777746916|0.725883185863,0.363897651434|0.251929342747|0.497713536024,-0.302169531584|0.270043373108|0.600048184395,0.108128398657|0.279905200005|0.621551990509,-91.0,1,-145.0,1,163.0,1,-43.0,1
-0.000142134304042|0.339127957821|0.905765414238,0.286842286587|0.278550714254|0.70624512434,-0.127899825573|0.2910631001|0.730971932411,0.36247497797|0.252538442612|0.498229891062,-0.297805935144|0.271113544703|0.601879477501,0.174746990204|0.334056526423|0.615473806858,-89.0,1,-145.0,1,162.0,1,39.0,1
-3.94990493078e-05|0.343431979418|0.908240199089,0.287777394056|0.279487609863|0.710134327412,-0.13197940588|0.298150092363|0.735913515091,0.356509447098|0.248606145382|0.500379621983,-0.297385573387|0.270337402821|0.602135777473,0.175225615501|0.332558602095|0.608345150948,-91.0,1,-143.0,1,166.0,1,42.0,1
6.57390992274e-05|0.343566715717|0.908198833466,0.288615733385|0.278769344091|0.710512459278,-0.136825323105|0.30059877038|0.739260911942,0.357944011688|0.244302093983|0.501515984535,0.0248871352524|0.415962219238|0.782909393311,0.180371403694|0.325833886862|0.600941121578,-92.0,1,-143.0,1,40.0,1,-43.0,1
0.00576236797497|0.33196118474|0.890311777592,0.288971662521|0.278211176395|0.710941970348,-0.138466477394|0.308435767889|0.723702251911,0.359926462173|0.24390617013|0.502478659153,-0.308506786823|0.269850343466|0.599124133587,0.183264523745|0.323506772518|0.596732735634,-97.0,1,-142.0,1,-167.0,1,-43.0,1
0.00621382147074|0.326505869627|0.88603925705,0.28908136487|0.277890115976|0.711445868015,-0.132762521505|0.292243748903|0.716616749763,0.366584092379|0.245774179697|0.505039095879,-0.311712354422|0.271894782782|0.601669788361,0.187241643667|0.323812365532|0.596727013588,-96.0,1,-143.0,1,162.0,1,43.0,1
0.0201920680702|0.378864824772|0.89785772562,0.289249300957|0.278005242348|0.711457848549,-0.105503201485|0.268518686295|0.752307653427,0.400248348713|0.311641901731|0.523411035538,-0.278220325708|0.275120317936|0.626143217087,0.210394248366|0.364743709564|0.605068564415,-87.0,1,144.0,1,146.0,2,43.0,2
0.0150463730097|0.372685998678|0.902361631393,0.289425224066|0.277939021587|0.71205753088,-0.13311560452|0.28040805459|0.766188979149,0.425750911236|0.350825756788|0.559823393822,-0.29025092721|0.275851756334|0.620107829571,0.229388669133|0.396267682314|0.623035371304,-94.0,1,142.0,2,157.0,2,44.0,2
0.00351852807216|0.362898886204|0.906623005867,0.285969465971|0.288539946079|0.69944447279,-0.147272869945|0.282934904099|0.765735447407,0.43991497159|0.356967955828|0.566076159477,-0.303962677717|0.273185938597|0.619530797005,0.241082444787|0.400638222694|0.62383800745,-95.0,1,149.0,2,161.0,2,39.0,2
0.00500512402505|0.364800810814|0.905239403248,0.287404417992|0.289464205503|0.707439780235,-0.168645173311|0.27245631814|0.806824266911,0.437015175819|0.355058372021|0.566547214985,-0.291336506605|0.281550735235|0.630370378494,0.239479824901|0.402898997068|0.624732077122,-107.0,1,149.0,2,143.0,1,41.0,1
0.00189236795995|0.351234734058|0.903816521168,0.290136635303|0.294680505991|0.705082595348,-0.180547207594|0.276951223612|0.807021856308,0.435436427593|0.342611044645|0.550660848618,-0.072840154171|0.451204687357|0.774497330189,0.237730771303|0.391769647598|0.616760134697,-112.0,1,155.0,2,50.0,2,38.0,2
-0.0204726289958|0.320498257875|0.91909122467,0.301191389561|0.319820344448|0.686962008476,-0.191336765885|0.292205035686|0.782946228981,0.457622200251|0.316366523504|0.535183846951,-0.0713237449527|0.457848995924|0.791027069092,0.238799735904|0.381842821836|0.614947140217,-105.0,1,-172.0,1,54.0,2,28.0,2
-0.0177401714027|0.331775039434|0.920854687691,0.299411952496|0.323002874851|0.68936419487,-0.190888002515|0.276575118303|0.796622633934,0.45145663619|0.269076347351|0.540601849556,-0.0972385406494|0.456774741411|0.751794755459,0.235703796148|0.356406241655|0.617908477783,-107.0,1,-165.0,2,63.0,2,24.0,2
-0.0170285962522|0.334601402283|0.921554625034,0.298799037933|0.324544072151|0.690425992012,-0.185907870531|0.280672758818|0.790647923946,0.442613601685|0.249224469066|0.541666269302,-0.0785264000297|0.457321465015|0.74462723732,0.231862664223|0.345104694366|0.617539644241,-105.0,1,-159.0,2,62.0,0,-25.0,0
-0.0153001276776|0.283084899187|0.877641320229,0.344365566969|0.277532100677|0.626840770245,-0.198041751981|0.308331787586|0.759874284267,0.475237488747|0.17873878777|0.479230672121,-0.434892356396|0.391252636909|0.759932994843,0.287790596485|0.268950253725|0.619498372078,112.0,1,-151.0,2,146.0,1,-12.0,1
-0.0641531050205|0.174559146166|0.857639431953,0.288199514151|0.162614047527|0.612909793854,-0.185135990381|0.316290706396|0.746071100235,0.436958432198|0.290885746479|0.543740332127,-0.44748800993|0.391966253519|0.766494035721,0.23048055172|0.283903449774|0.656979322433,101.0,1,139.0,2,-133.0,1,36.0,1
0.0835829526186|0.128854289651|0.712145328522,0.43916234374|0.0585767813027|0.553473472595,-0.160945907235|0.260979503393|0.752948522568,0.347571849823|0.253310441971|0.566777050495,-0.430720835924|0.321401566267|0.752653777599,0.120904676616|0.345920413733|0.703285992146,158.0,2,55.0,2,-162.0,2,132.0,2
0.113624818623|0.0388084761798|0.670546472073,0.511468887329|0.0459151752293|0.53933763504,-0.118070527911|0.190337613225|0.734033823013,0.326684623957|0.250244319439|0.56615626812,-0.356543540955|0.195050239563|0.572499036789,0.177041530609|0.363530397415|0.650084137917,147.0,2,49.0,2,-124.0,1,159.0,1
0.0463873781264|-0.00141477840953|0.658203065395,0.468613773584|0.0176762975752|0.530298233032,-0.0809155479074|0.165966823697|0.750212848186,0.316445052624|0.25140196085|0.566587328911,-0.0708728805184|0.0361687354743|0.578037619591,0.167639434338|0.363905221224|0.65218347311,128.0,2,59.0,2,-38.0,1,154.0,1
-0.0370395705104|0.0704785361886|0.676913976669,0.244585946202|0.0209773834795|0.626951754093,-0.104031838477|0.203453630209|0.797403991222,0.308865219355|0.24748274684|0.566959500313,-0.0373798049986|0.0237407553941|0.582313358784,0.102007515728|0.314802139997|0.680134356022,124.0,2,98.0,2,-10.0,0,85.0,0
-0.00176486815326|0.145148038864|0.756353199482,0.249227240682|0.0106952479109|0.625419616699,-0.197750151157|0.17296603322|0.806182265282,0.351223230362|0.192227900028|0.583278894424,0.00724240811542|-0.00607426790521|0.709990620613,0.108231529593|0.306599199772|0.674127042294,-158.0,2,96.0,2,-32.0,2,83.0,2
-0.061970166862|0.117522768676|0.785504341125,0.287687182426|0.00310710142367|0.626239180565,-0.238094463944|0.210841745138|0.822010815144,0.40990754962|0.147819384933|0.682059288025,0.0156234474853|0.123138003051|0.716394841671,0.135027289391|0.215891495347|0.725130319595,164.0,1,103.0,2,14.0,1,68.0,1
-0.0413336679339|0.145838469267|0.771544575691,0.340200722218|0.0553378872573|0.627942681313,-0.226494580507|0.146763861179|0.84652119875,0.119353018701|0.0797448977828|0.618492186069,0.0242602974176|0.0708627179265|0.725854694843,-0.0766307339072|0.220218524337|0.697010874748,-168.0,2,-24.0,1,-15.0,2,-145.0,2
-0.0470161624253|0.139721438289|0.791209638119,0.351267069578|0.113548234105|0.627597630024,-0.241112142801|0.15021571517|0.846250295639,0.139209419489|0.0365272313356|0.613806605339,-0.00324128358625|0.0560418590903|0.712913095951,-0.0840411931276|0.181454196572|0.693130791187,-173.0,1,-35.0,1,-21.0,2,-124.0,2
-0.0468647517264|0.13952639699|0.793690741062,0.350573807955|0.111133694649|0.6280798316,-0.242820203304|0.142116501927|0.845355451107,0.139906167984|0.0335797891021|0.61266720295,-0.00218483502977|0.0516584068537|0.714408040047,-0.0668691620231|0.0353563092649|0.651404857635,-172.0,1,-36.0,1,-22.0,2,-155.0,2
-0.050598166883|0.135260432959|0.800280451775,0.348122417927|0.100317411125|0.628929913044,-0.234561339021|0.169517859817|0.869125843048,0.13697835803|0.0307940393686|0.611017048359,-0.299149185419|0.3440515697|0.757473766804,-0.068880841136|0.0390565022826|0.65226650238,174.0,2,-36.0,1,104.0,2,-154.0,2
-0.0582339838147|0.146239966154|0.813132941723,0.347548663616|0.0976464748383|0.628950536251,-0.234795287251|0.200092896819|0.885116159916,0.136092588305|0.029225628823|0.610064566135,-0.335682213306|0.270595043898|0.651300132275,-0.0682487338781|0.0418873988092|0.655522108078,170.0,2,-38.0,1,95.0,1,-152.0,1
-0.057976052165|0.15638205409|0.827105879784,0.341115534306|0.0923377349973|0.636616706848,-0.281392604113|0.298500835896|0.774212658405,0.129506409168|0.0264962334186|0.610634624958,-0.350471913815|0.222813621163|0.584532618523,-0.0755065008998|0.0360893532634|0.65390008688,137.0,1,-41.0,1,-105.0,1,-153.0,1
-0.064201451838|0.183040484786|0.852225780487,0.333474010229|0.0917201936245|0.647155702114,-0.0948740318418|0.0652461349964|0.658484041691,0.121774613857|0.0141449989751|0.618570566177,-0.31064298749|0.240023002028|0.652900755405,-0.091272726655|0.0258070230484|0.606901943684,-69.0,1,-47.0,1,78.0,1,-156.0,1
-0.0629077926278|0.184307545424|0.851842045784,0.336404442787|0.0856365337968|0.643492281437,-0.0698726028204|0.0316539146006|0.626058518887,0.118376068771|0.017068548128|0.623659074306,-0.284376621246|0.211081251502|0.640309691429,0.154357358813|0.226272404194|0.620473444462,-62.0,1,-44.0,1,68.0,1,-63.0,1
-0.0957550406456|0.171406269073|0.831288158894,0.324778288603|0.02657408081|0.661401510239,0.00930408574641|-0.0913273468614|0.746796369553,0.104194484651|0.0205439347774|0.631251633167,-0.18553841114|0.107316732407|0.674244463444,0.16027200222|0.250578165054|0.6246971488,-47.0,2,-35.0,1,38.0,0,-75.0,0
-0.091787904501|0.173928320408|0.8319054842,0.323724150658|0.0273734256625|0.659470558167,0.0060512800701|-0.0931587219238|0.753515839577,0.10736566782|0.0708395242691|0.631165087223,-0.192975342274|0.085641078651|0.644951760769,0.16023811698|0.270931333303|0.629465043545,-48.0,2,-30.0,1,46.0,0,-87.0,0
-0.0907245352864|0.174434587359|0.831908643246,0.323726683855|0.0273070838302|0.659359097481,0.00517079047859|-0.0936407372355|0.754688382149,0.107789665461|0.0726872310042|0.630848348141,-0.192682147026|0.0859572067857|0.645278096199,0.157398328185|0.273364782333|0.631727814674,-48.0,2,-30.0,1,46.0,0,-88.0,0
-0.0890441015363|0.174238607287|0.831499457359,0.324295908213|0.02577329427|0.659013688564,0.00531492615119|-0.0941843464971|0.75346660614,0.103313982487|0.0309015344828|0.632888257504,-0.191544085741|0.0868692100048|0.644639253616,0.154679551721|0.255365312099|0.631158590317,-48.0,2,-33.0,1,46.0,0,-79.0,0
-0.0213941875845|0.328919023275|0.906575083733,0.330215841532|0.0385405980051|0.653301298618,-0.0524042621255|0.111733824015|0.709874391556,0.111816205084|0.00203307904303|0.630391478539,-0.279554367065|0.172813370824|0.599359154701,0.19151955843|0.272980898619|0.629169523716,-48.0,2,-59.0,2,102.0,2,-64.0,2
-0.00655070552602|0.331490904093|0.897497475147,0.340808808804|0.0309277698398|0.642654180527,0.0494862161577|0.0811360031366|0.751151502132,0.119900904596|0.0170439966023|0.615075826645,-0.20268574357|0.155260667205|0.631940543652,0.212089687586|0.282283306122|0.625368535519,-32.0,2,-56.0,2,80.0,2,-67.0,2
-0.0465590208769|0.367742836475|0.944153368473,0.297720938921|0.0658589303493|0.691470384598,0.0304901432246|0.131414815784|0.785825610161,0.0801900997758|0.0866521373391|0.559625446796,-0.213267832994|0.171971336007|0.63642168045,0.149812236428|0.357568621635|0.566813886166,-27.0,2,-69.0,1,87.0,2,-82.0,2
-0.0464726984501|0.367934882641|0.944132506847,0.2978079319|0.0660557821393|0.691449284554,0.0363449789584|0.132516592741|0.787347078323,0.0905600339174|0.0827509537339|0.557218372822,-0.208279162645|0.171565279365|0.638962388039,0.159857079387|0.353808164597|0.564439952374,-25.0,2,-71.0,1,86.0,2,-81.0,2
0.0114819910377|0.560979187489|0.969448447227,0.354052007198|0.264190256596|0.716862916946,0.0600704625249|0.304261386395|0.834847807884,0.17361497879|0.252485454082|0.563595950603,-0.164333686233|0.219458177686|0.674644768238,0.343278229237|0.342353969812|0.609445393085,-34.0,2,-81.0,1,112.0,2,-34.0,2
-0.0161473695189|0.304270893335|0.93226736784,0.354557156563|0.263789385557|0.715917766094,0.0685685276985|0.074245095253|0.768002569675,0.175610944629|0.298530876637|0.55976831913,-0.180730730295|0.151484623551|0.644581496716,-0.0197023581713|0.33723950386|0.390301793814,-53.0,2,71.0,1,77.0,1,-180.0,1
0.00978163070977|0.384843081236|0.820867955685,0.387660741806|0.22551086545|0.682370424271,0.0853810086846|0.121046774089|0.709923267365,0.182838067412|0.301437973976|0.557771325111,-0.187081664801|0.16324095428|0.625494658947,0.376279175282|0.281190693378|0.608714580536,-48.0,2,-48.0,1,75.0,2,-20.0,2
0.0128949237987|0.360200464725|0.828590750694,0.366662114859|0.254285871983|0.70319455862,-0.0379808284342|0.0899967029691|0.718889772892,0.191734969616|0.302294164896|0.556074976921,-0.272651016712|0.176014691591|0.600823760033,0.373165845871|0.199936121702|0.56240183115,-78.0,2,-58.0,1,91.0,2,39.0,2
0.0144820725545|0.358481556177|0.827189922333,0.422061026096|0.225885227323|0.651995956898,-0.0356433056295|0.0867361426353|0.720971524715,0.200034275651|0.302040845156|0.55450296402,-0.273278683424|0.176120609045|0.599713563919,0.394198715687|0.274552881718|0.600233852863,-76.0,2,45.0,1,90.0,2,-14.0,2
0.0160920098424|0.354176521301|0.828955948353,0.422026127577|0.225871384144|0.652149200439,-0.0353432223201|0.0834706351161|0.720718085766,0.202973291278|0.301971703768|0.553836107254,-0.274530977011|0.175138905644|0.59786015749,0.396352648735|0.274033814669|0.601618766785,-76.0,2,46.0,1,91.0,2,-14.0,2
0.014919907786|0.362690895796|0.828297734261,0.396607071161|0.235792770982|0.67799705267,-0.0311543960124|0.0886803939939|0.726302266121,0.203262656927|0.302149921656|0.55371940136,-0.27452069521|0.172570452094|0.596579313278,0.395843237638|0.275238335133|0.604138195515,-75.0,2,52.0,1,91.0,2,-20.0,2
0.0144445197657|0.363559812307|0.831310689449,0.396147549152|0.23639446497|0.680081963539,-0.0322107449174|0.090361058712|0.727519392967,0.202757999301|0.302135229111|0.553631961346,-0.275481194258|0.171295315027|0.595622956753,0.394443720579|0.275050312281|0.606606423855,-75.0,2,52.0,1,92.0,2,-19.0,2
0.0138310948387|0.362426519394|0.834642767906,0.402969509363|0.233481094241|0.67399507761,-0.032710172236|0.090784072876|0.726850569248,0.20168441534|0.30243909359|0.553424715996,-0.276267886162|0.171002462506|0.595051467419,0.392701297998|0.276867359877|0.608677923679,-75.0,2,51.0,1,93.0,2,-17.0,2
0.0262506902218|0.353081941605|0.8230509758,0.422724604607|0.218835055828|0.653871655464,-0.041422188282|0.0853748321533|0.718481004238,0.193191885948|0.302828729153|0.555118978024,-0.276747226715|0.170964539051|0.594701528549,0.381384819746|0.284550815821|0.619236946106,-78.0,2,44.0,1,94.0,2,-14.0,2
0.0260852351785|0.353556722403|0.822705447674,0.423144757748|0.218385890126|0.653220057487,-0.043436575681|0.0956435054541|0.715333938599,0.184568613768|0.30223980546|0.556667089462,-0.275787711143|0.172048807144|0.595241606236,0.371167719364|0.28432071209|0.625017166138,-79.0,2,43.0,1,97.0,2,-13.0,2
-0.0351222977042|0.374370366335|0.883941292763,0.364944607019|0.233742073178|0.71431350708,-0.0408835820854|0.124370209873|0.727200746536,0.11581967026|0.314675122499|0.62003326416,-0.272484630346|0.172836109996|0.596469759941,0.320563971996|0.279728710651|0.594450175762,-64.0,2,-42.0,1,97.0,2,-28.0,2
-0.0720528736711|0.343347489834|0.929260492325,0.327015936375|0.202845349908|0.760905981064,0.0292164981365|0.116429358721|0.770422875881,0.288974374533|0.283231019974|0.556932151318,-0.0412837788463|0.307799488306|0.787487745285,0.139292612672|0.319188088179|0.690298199654,-42.0,2,94.0,1,-28.0,0,66.0,0
-0.0720457807183|0.343376457691|0.929308533669,0.3270213902|0.202874898911|0.76095443964,0.0278612617403|0.115211397409|0.771389484406,0.285053908825|0.28317630291|0.557717204094,-0.049991402775|0.304306864738|0.785508751869,0.137227192521|0.319326877594|0.692623734474,-43.0,2,93.0,1,-28.0,0,66.0,0
-0.0314096361399|0.363962709904|0.878107130527,0.368922472|0.22312515974|0.708257079124,-0.0557157434523|0.10960187763|0.729975521564,0.258607506752|0.297636121511|0.529696583748,-0.0466689318419|0.299339592457|0.793633580208,0.144017919898|0.315473794937|0.69305485487,-68.0,2,76.0,1,12.0,0,70.0,0
-0.0311763044447|0.363977015018|0.877766370773,0.3691650033|0.223135501146|0.707906067371,-0.0575157552958|0.10772009939|0.733230531216,0.112713776529|0.245476290584|0.700249671936,0.0952141433954|0.221394598484|0.801226496696,0.233566179872|0.434533298016|0.647484540939,-68.0,2,-27.0,1,-44.0,2,-64.0,2
-0.032099481672|0.364609152079|0.879329919815,0.368192046881|0.223793938756|0.709516227245,-0.0580266490579|0.108976997435|0.733671188354,0.112246513367|0.247172564268|0.699803352356,-0.263448059559|0.209947064519|0.597385585308,0.233722880483|0.436122745275|0.65003490448,-68.0,2,-28.0,1,90.0,2,-64.0,2
-0.0307082496583|0.364081323147|0.876804411411,0.369659245014|0.22323128581|0.706920921803,-0.0569971762598|0.108357928693|0.731314539909,0.114536784589|0.248280733824|0.693268299103,-0.216336861253|0.180682435632|0.60654348135,0.231333822012|0.441986829042|0.664478480816,-68.0,2,-28.0,1,93.0,2,-65.0,2
-0.0686879977584|0.372506439686|0.947148799896,0.329634875059|0.232442289591|0.778949379921,-0.0624417290092|0.139650791883|0.767070949078,0.114141277969|0.247849181294|0.693718314171,-0.212799295783|0.177137702703|0.617304265499,0.252133339643|0.408980369568|0.669120252132,-61.0,2,-46.0,1,106.0,0,-60.0,0
-0.0686423704028|0.372611194849|0.94712471962,0.329680293798|0.232547938824|0.778924465179,-0.063968449831|0.140081688762|0.766586363316,0.114143148065|0.247743800282|0.694039463997,-0.271845549345|0.20040589571|0.588446557522,0.251918017864|0.408868819475|0.673577606678,-61.0,2,-46.0,1,102.0,0,-59.0,0
-0.0690521299839|0.372113227844|0.947219014168,0.329271882772|0.232047185302|0.779028058052,-0.0647761374712|0.140855684876|0.765076816082,0.11337197572|0.246497243643|0.694834589958,-0.273725122213|0.192755296826|0.588849484921,0.25074121356|0.407984435558|0.674679100513,-61.0,2,-46.0,1,104.0,0,-59.0,0
-0.0690696612|0.3720472157|0.947145819664,0.329256862402|0.23198017478|0.77895462513,-0.0669851154089|0.140372395515|0.765479147434,0.113320529461|0.246263504028|0.694936871529,-0.277715712786|0.182379156351|0.588188350201,0.251527875662|0.406783908606|0.676430523396,-62.0,2,-46.0,1,106.0,0,-58.0,0
-0.0690487250686|0.372072100639|0.947097241879,0.329278945923|0.232005029917|0.778905212879,-0.0675553902984|0.141207188368|0.76441848278,0.113321393728|0.246209576726|0.695001900196,-0.277817606926|0.188124209642|0.597416937351,0.253903836012|0.404190272093|0.67791980505,-62.0,2,-46.0,1,104.0,2,-57.0,2
-0.069042801857|0.37206196785|0.9470667243,0.329285770655|0.231994599104|0.778874278069,-0.0690173730254|0.140792801976|0.764878630638,0.113321632147|0.246161952615|0.695025205612,-0.277435988188|0.194584056735|0.603287816048,0.255080074072|0.402904093266|0.677798449993,-62.0,2,-46.0,1,102.0,2,-57.0,2
-0.0687942057848|0.372260957956|0.946936011314,0.329536408186|0.232193678617|0.778737008572,-0.0700820311904|0.141036212444|0.764694690704,0.113503724337|0.246240198612|0.695090532303,-0.22634896636|0.174288958311|0.620357811451,0.260282218456|0.397591561079|0.675964176655,-62.0,2,-45.0,1,107.0,0,-55.0,0
-0.0697937011719|0.372423231602|0.948426187038,0.32849419117|0.232372030616|0.78026342392,-0.06982999295|0.142252579331|0.764896988869,0.131049439311|0.224225372076|0.669195950031,-0.20596280694|0.189917355776|0.654258489609,0.278057992458|0.362380594015|0.626307666302,-62.0,2,-55.0,1,100.0,0,-57.0,0
0.0537471994758|0.260139077902|0.780679762363,0.326484769583|0.240541428328|0.645867943764,-0.0762491002679|0.072704128921|0.717244267464,0.117686979473|0.0304693542421|0.665250062943,-0.210596397519|0.168469816446|0.637290239334,0.22672238946|0.207154422998|0.651127994061,-109.0,2,-52.0,2,96.0,2,-13.0,2
0.0540472380817|0.258695363998|0.78048825264,0.246709004045|0.203427538276|0.680360853672,-0.077304661274|0.0698048323393|0.711928784847,0.0391393080354|-0.00613011280075|0.696954667568,-0.296263128519|0.208120375872|0.602216959,0.223666667938|0.20537379384|0.645048499107,-99.0,2,-63.0,2,99.0,2,-8.0,2
0.0397077091038|0.330005377531|0.795653045177,0.2555128932|0.20982798934|0.684190034866,-0.0429538525641|0.0976838171482|0.738741934299,0.195732876658|-0.0694734975696|0.598448097706,-0.217175871134|0.220142409205|0.63276720047,0.279165744781|0.117106355727|0.535885572433,-76.0,2,-112.0,2,82.0,2,36.0,2
0.0396004989743|0.3296405375|0.795596301556,0.254774183035|0.205626606941|0.682412207127,-0.0561772361398|0.0858312994242|0.726573824883,0.20513522625|-0.0755385458469|0.596408724785,-0.286871790886|0.20584307611|0.604170441628,0.242942139506|0.200609773397|0.639515459538,-76.0,2,-115.0,2,91.0,2,-8.0,2
0.0491768568754|0.286751180887|0.789801776409,0.257634073496|0.202551841736|0.681814968586,-0.0488706305623|0.080304607749|0.733849406242,0.408036053181|0.144631549716|0.477401286364,-0.220262899995|0.178859934211|0.624921619892,0.544220924377|0.0912305638194|0.289041936398,-87.0,2,154.0,1,93.0,2,-180.0,2
0.0537666231394|0.266169458628|0.790297985077,0.272344917059|0.19970703125|0.685309410095,-0.0473565533757|0.0770778283477|0.737436175346,0.402097374201|0.136062398553|0.468417793512,-0.219238474965|0.169630080462|0.625012993813,0.519529938698|0.0771731436253|0.267713516951,-94.0,2,-148.0,1,97.0,2,-179.0,2
0.0537304207683|0.268600463867|0.790753245354,0.26333296299|0.201230570674|0.683328568935,-0.0449032783508|0.0751238241792|0.740709722042,0.413305103779|0.121899023652|0.48608148098,-0.268234431744|0.188685670495|0.597837150097,0.549144089222|0.0490333326161|0.304367929697,-92.0,2,-155.0,1,96.0,2,-180.0,2
0.0566459000111|0.265543431044|0.794032812119,0.268043965101|0.204730123281|0.688115298748,-0.0451408177614|0.0773081257939|0.737593531609,0.41333642602|0.105601966381|0.496522456408,-0.269703477621|0.189957782626|0.59599095583,0.545014739037|0.0146493129432|0.319891422987,-94.0,2,-154.0,1,99.0,2,-180.0,2
